"district","major","party"
"1","01.01","2"
"1","01.01","3"
"1","01.01","5"
"1","01.01","8"
"1","01.01","10"
"1","01.01","17"
"1","01.01","37"
"1","01.01","38"
"1","01.01","39"
"1","01.01","41"
"2","02.02","2"
"2","02.02","3"
"2","02.02","5"
"2","02.02","10"
"2","02.02","17"
"2","02.02","27"
"2","02.02","37"
"2","02.02","38"
"2","02.02","39"
"2","02.02","41"
"2","02.03","2"
"2","02.03","3"
"2","02.03","5"
"2","02.03","8"
"2","02.03","10"
"2","02.03","17"
"2","02.03","20"
"2","02.03","27"
"2","02.03","38"
"2","02.03","41"
"3","03.04","2"
"3","03.04","3"
"3","03.04","5"
"3","03.04","8"
"3","03.04","17"
"3","03.04","20"
"3","03.04","27"
"3","03.04","37"
"3","03.04","38"
"3","03.04","39"
"3","03.04","41"
"3","03.05","2"
"3","03.05","3"
"3","03.05","5"
"3","03.05","8"
"3","03.05","10"
"3","03.05","17"
"3","03.05","20"
"3","03.05","27"
"3","03.05","38"
"3","03.05","39"
"3","03.05","41"
"3","03.05","43"
"3","03.06","2"
"3","03.06","3"
"3","03.06","5"
"3","03.06","8"
"3","03.06","17"
"3","03.06","20"
"3","03.06","27"
"3","03.06","38"
"3","03.06","39"
"3","03.06","41"
"4","04.07","2"
"4","04.07","3"
"4","04.07","5"
"4","04.07","8"
"4","04.07","17"
"4","04.07","20"
"4","04.07","27"
"4","04.07","37"
"4","04.07","38"
"4","04.07","39"
"4","04.07","41"
"5","05.08","2"
"5","05.08","3"
"5","05.08","5"
"5","05.08","8"
"5","05.08","15"
"5","05.08","27"
"5","05.08","37"
"5","05.08","38"
"5","05.08","39"
"5","05.08","41"
"5","05.09","2"
"5","05.09","3"
"5","05.09","5"
"5","05.09","10"
"5","05.09","27"
"5","05.09","37"
"5","05.09","38"
"5","05.09","39"
"5","05.09","41"
"5","05.10","2"
"5","05.10","3"
"5","05.10","5"
"5","05.10","8"
"5","05.10","27"
"5","05.10","39"
"5","05.10","41"
"6","06.11","2"
"6","06.11","3"
"6","06.11","5"
"6","06.11","8"
"6","06.11","10"
"6","06.11","27"
"6","06.11","39"
"6","06.11","41"
"6","06.12","2"
"6","06.12","3"
"6","06.12","5"
"6","06.12","8"
"6","06.12","10"
"6","06.12","27"
"6","06.12","37"
"6","06.12","39"
"6","06.12","41"
"6","06.13","2"
"6","06.13","5"
"6","06.13","8"
"6","06.13","10"
"6","06.13","27"
"6","06.13","39"
"6","06.13","41"
"6","06.13","43"
"6","06.14","2"
"6","06.14","3"
"6","06.14","5"
"6","06.14","8"
"6","06.14","10"
"6","06.14","20"
"6","06.14","27"
"6","06.14","37"
"6","06.14","38"
"6","06.14","39"
"6","06.14","41"
"7","07.15","2"
"7","07.15","3"
"7","07.15","5"
"7","07.15","8"
"7","07.15","17"
"7","07.15","20"
"7","07.15","27"
"7","07.15","28"
"7","07.15","37"
"7","07.15","39"
"7","07.15","41"
"8","08.16","2"
"8","08.16","3"
"8","08.16","5"
"8","08.16","8"
"8","08.16","10"
"8","08.16","17"
"8","08.16","20"
"8","08.16","27"
"8","08.16","38"
"8","08.16","39"
"8","08.16","41"
"8","08.16","43"
"8","08.17","2"
"8","08.17","3"
"8","08.17","5"
"8","08.17","8"
"8","08.17","17"
"8","08.17","20"
"8","08.17","38"
"8","08.17","39"
"8","08.17","41"
"9","09.18","2"
"9","09.18","3"
"9","09.18","5"
"9","09.18","8"
"9","09.18","17"
"9","09.18","27"
"9","09.18","37"
"9","09.18","39"
"9","09.18","41"
"9","09.19","2"
"9","09.19","3"
"9","09.19","5"
"9","09.19","8"
"9","09.19","10"
"9","09.19","17"
"9","09.19","27"
"9","09.19","37"
"9","09.19","39"
"9","09.19","41"
"9","09.20","2"
"9","09.20","3"
"9","09.20","5"
"9","09.20","8"
"9","09.20","17"
"9","09.20","27"
"9","09.20","37"
"9","09.20","39"
"9","09.20","41"
"9","09.21","2"
"9","09.21","3"
"9","09.21","5"
"9","09.21","8"
"9","09.21","10"
"9","09.21","17"
"9","09.21","20"
"9","09.21","27"
"9","09.21","37"
"9","09.21","39"
"9","09.21","41"
"10","10.22","2"
"10","10.22","3"
"10","10.22","5"
"10","10.22","8"
"10","10.22","9"
"10","10.22","10"
"10","10.22","17"
"10","10.22","20"
"10","10.22","27"
"10","10.22","38"
"10","10.22","39"
"10","10.22","41"
"10","10.23","2"
"10","10.23","3"
"10","10.23","5"
"10","10.23","8"
"10","10.23","10"
"10","10.23","17"
"10","10.23","27"
"10","10.23","37"
"10","10.23","38"
"10","10.23","39"
"10","10.23","41"
"10","10.24","2"
"10","10.24","3"
"10","10.24","5"
"10","10.24","8"
"10","10.24","10"
"10","10.24","27"
"10","10.24","37"
"10","10.24","39"
"10","10.24","41"
"10","10.25","2"
"10","10.25","3"
"10","10.25","5"
"10","10.25","8"
"10","10.25","10"
"10","10.25","27"
"10","10.25","39"
"10","10.25","41"
"11","11.01","2"
"11","11.01","5"
"11","11.01","8"
"11","11.01","41"
"11","11.01","42"
"11","11.02","2"
"11","11.02","5"
"11","11.02","8"
"11","11.02","41"
"11","11.03","2"
"11","11.03","5"
"11","11.03","8"
"11","11.03","41"
"11","11.03","42"
"11","11.04","2"
"11","11.04","3"
"11","11.04","5"
"11","11.04","8"
"11","11.04","41"
"11","11.05","2"
"11","11.05","3"
"11","11.05","5"
"11","11.05","8"
"11","11.05","41"
"11","11.06","2"
"11","11.06","5"
"11","11.06","8"
"11","11.06","41"
"11","11.07.01","2"
"11","11.07.01","3"
"11","11.07.01","5"
"11","11.07.01","8"
"11","11.07.01","41"
"11","11.07.02","2"
"11","11.07.02","3"
"11","11.07.02","5"
"11","11.07.02","8"
"11","11.07.02","38"
"11","11.07.02","41"
"11","11.08","2"
"11","11.08","3"
"11","11.08","5"
"11","11.08","8"
"11","11.08","41"
"11","11.08","42"
"11","11.09","2"
"11","11.09","5"
"11","11.09","8"
"11","11.09","41"
"11","11.10","2"
"11","11.10","5"
"11","11.10","8"
"11","11.10","41"
"11","11.11","2"
"11","11.11","5"
"11","11.11","8"
"11","11.11","41"
"11","11.12","2"
"11","11.12","5"
"11","11.12","8"
"11","11.12","41"
"11","11.13","2"
"11","11.13","3"
"11","11.13","5"
"11","11.13","8"
"11","11.13","41"
"11","11.14","2"
"11","11.14","3"
"11","11.14","5"
"11","11.14","8"
"11","11.14","41"
"11","11.15","2"
"11","11.15","5"
"11","11.15","41"
"11","11.16","2"
"11","11.16","3"
"11","11.16","5"
"11","11.16","8"
"11","11.16","10"
"11","11.16","41"
"11","11.17","2"
"11","11.17","5"
"11","11.17","41"
"11","11.17","42"
"11","11.18","2"
"11","11.18","5"
"11","11.18","41"
"11","11.19","2"
"11","11.19","3"
"11","11.19","5"
"11","11.19","41"
"11","11.20","5"
"11","11.20","41"
"11","11.21","2"
"11","11.21","3"
"11","11.21","5"
"11","11.21","8"
"11","11.21","41"
"12","12.01","2"
"12","12.01","5"
"12","12.01","41"
"12","12.02","2"
"12","12.02","5"
"12","12.02","41"
"12","12.03","2"
"12","12.03","5"
"12","12.03","8"
"12","12.03","9"
"12","12.03","41"
"12","12.04","2"
"12","12.04","3"
"12","12.04","5"
"12","12.04","8"
"12","12.04","41"
"12","12.05","2"
"12","12.05","5"
"12","12.05","8"
"12","12.05","41"
"12","12.06","2"
"12","12.06","5"
"12","12.06","8"
"12","12.06","37"
"12","12.06","41"
"12","12.06","43"
"12","12.07","2"
"12","12.07","5"
"12","12.07","8"
"12","12.07","41"
"12","12.08","2"
"12","12.08","5"
"12","12.08","8"
"12","12.08","41"
"12","12.08","43"
"12","12.09.01","2"
"12","12.09.01","3"
"12","12.09.01","5"
"12","12.09.01","8"
"12","12.09.01","9"
"12","12.09.01","10"
"12","12.09.01","41"
"12","12.09.02","2"
"12","12.09.02","3"
"12","12.09.02","5"
"12","12.09.02","8"
"12","12.09.02","9"
"12","12.09.02","41"
"12","12.10","2"
"12","12.10","5"
"12","12.10","8"
"12","12.10","41"
"12","12.10","43"
"12","12.11","2"
"12","12.11","8"
"12","12.11","41"
"12","12.12","2"
"12","12.12","3"
"12","12.12","5"
"12","12.12","8"
"12","12.12","9"
"12","12.12","41"
"12","12.13","2"
"12","12.13","5"
"12","12.13","8"
"12","12.13","9"
"12","12.13","41"
"12","12.14","2"
"12","12.14","5"
"12","12.14","9"
"12","12.14","41"
"12","12.15","2"
"12","12.15","5"
"12","12.15","8"
"12","12.15","41"
"12","12.16","2"
"12","12.16","5"
"12","12.16","8"
"12","12.16","41"
"12","12.17","2"
"12","12.17","8"
"12","12.17","41"
"12","12.18","2"
"12","12.18","5"
"12","12.18","8"
"12","12.18","9"
"12","12.18","41"
"12","12.19","2"
"12","12.19","8"
"12","12.19","9"
"12","12.19","41"
"12","12.20","2"
"12","12.20","41"
"12","12.21","2"
"12","12.21","8"
"12","12.21","41"
"12","12.22","2"
"12","12.22","5"
"12","12.22","41"
"12","12.22","43"
"12","12.23","2"
"12","12.23","5"
"12","12.23","10"
"12","12.23","41"
"13","13.01","2"
"13","13.01","5"
"13","13.01","8"
"13","13.01","10"
"13","13.01","22"
"13","13.01","41"
"13","13.02","2"
"13","13.02","5"
"13","13.02","8"
"13","13.02","10"
"13","13.02","41"
"13","13.03","2"
"13","13.03","5"
"13","13.03","8"
"13","13.03","10"
"13","13.03","41"
"13","13.04","2"
"13","13.04","3"
"13","13.04","5"
"13","13.04","8"
"13","13.04","10"
"13","13.04","41"
"13","13.05","2"
"13","13.05","5"
"13","13.05","8"
"13","13.05","10"
"13","13.05","41"
"13","13.06","2"
"13","13.06","5"
"13","13.06","8"
"13","13.06","10"
"13","13.06","41"
"13","13.07","2"
"13","13.07","5"
"13","13.07","8"
"13","13.07","10"
"13","13.07","41"
"13","13.08","2"
"13","13.08","5"
"13","13.08","10"
"13","13.08","41"
"13","13.09","2"
"13","13.09","5"
"13","13.09","8"
"13","13.09","10"
"13","13.09","41"
"13","13.10","2"
"13","13.10","5"
"13","13.10","8"
"13","13.10","10"
"13","13.10","41"
"13","13.11","2"
"13","13.11","5"
"13","13.11","8"
"13","13.11","10"
"13","13.11","41"
"13","13.12","2"
"13","13.12","5"
"13","13.12","8"
"13","13.12","10"
"13","13.12","41"
"13","13.13","2"
"13","13.13","5"
"13","13.13","8"
"13","13.13","10"
"13","13.13","41"
"13","13.14","2"
"13","13.14","5"
"13","13.14","41"
"14","14.01.01","2"
"14","14.01.01","3"
"14","14.01.01","5"
"14","14.01.01","41"
"14","14.01.02","2"
"14","14.01.02","3"
"14","14.01.02","5"
"14","14.01.02","8"
"14","14.01.02","41"
"14","14.02","2"
"14","14.02","5"
"14","14.02","8"
"14","14.02","41"
"14","14.03","2"
"14","14.03","8"
"14","14.03","41"
"14","14.04","2"
"14","14.04","5"
"14","14.04","8"
"14","14.04","41"
"14","14.05","2"
"14","14.05","3"
"14","14.05","5"
"14","14.05","6"
"14","14.05","41"
"14","14.06","2"
"14","14.06","8"
"14","14.06","41"
"14","14.07","2"
"14","14.07","3"
"14","14.07","5"
"14","14.07","8"
"14","14.07","41"
"14","14.08","2"
"14","14.08","3"
"14","14.08","5"
"14","14.08","8"
"14","14.08","41"
"14","14.09","2"
"14","14.09","5"
"14","14.09","8"
"14","14.09","41"
"14","14.10","5"
"14","14.10","41"
"14","14.11","3"
"14","14.11","5"
"14","14.11","6"
"14","14.11","8"
"14","14.11","41"
"14","14.12","2"
"14","14.12","3"
"14","14.12","5"
"14","14.12","8"
"14","14.12","41"
"15","15.01.01","2"
"15","15.01.01","3"
"15","15.01.01","5"
"15","15.01.01","37"
"15","15.01.01","41"
"15","15.01.01","42"
"15","15.01.02","2"
"15","15.01.02","3"
"15","15.01.02","5"
"15","15.01.02","8"
"15","15.01.02","41"
"15","15.02","2"
"15","15.02","41"
"15","15.02","42"
"15","15.03","2"
"15","15.03","3"
"15","15.03","5"
"15","15.03","8"
"15","15.03","37"
"15","15.03","41"
"15","15.03","42"
"15","15.04","2"
"15","15.04","5"
"15","15.04","8"
"15","15.04","41"
"15","15.04","42"
"15","15.05","2"
"15","15.05","3"
"15","15.05","5"
"15","15.05","8"
"15","15.05","41"
"15","15.06","2"
"15","15.06","5"
"15","15.06","8"
"15","15.06","41"
"15","15.06","42"
"15","15.07","2"
"15","15.07","3"
"15","15.07","5"
"15","15.07","37"
"15","15.07","41"
"15","15.08","5"
"15","15.08","41"
"15","15.08","42"
"15","15.09","2"
"15","15.09","5"
"15","15.09","8"
"15","15.09","41"
"15","15.09","42"
"15","15.10","2"
"15","15.10","3"
"15","15.10","5"
"15","15.10","41"
"15","15.11","2"
"15","15.11","5"
"15","15.11","8"
"15","15.11","41"
"15","15.11","42"
"15","15.12","2"
"15","15.12","41"
"15","15.12","42"
"15","15.13","2"
"15","15.13","5"
"15","15.13","41"
"15","15.14","2"
"15","15.14","3"
"15","15.14","5"
"15","15.14","8"
"15","15.14","41"
"15","15.14","42"
"15","15.15","2"
"15","15.15","5"
"15","15.15","41"
"15","15.15","42"
"16","16.01.01","2"
"16","16.01.01","5"
"16","16.01.01","8"
"16","16.01.01","41"
"16","16.01.02","2"
"16","16.01.02","3"
"16","16.01.02","5"
"16","16.01.02","8"
"16","16.01.02","41"
"16","16.02","5"
"16","16.02","8"
"16","16.02","41"
"16","16.03","10"
"16","16.03","41"
"16","16.04","2"
"16","16.04","5"
"16","16.04","8"
"16","16.04","41"
"16","16.05","2"
"16","16.05","5"
"16","16.05","8"
"16","16.05","41"
"16","16.05","42"
"16","16.05","43"
"16","16.06","2"
"16","16.06","5"
"16","16.06","8"
"16","16.07","5"
"16","16.07","8"
"16","16.07","41"
"16","16.08","2"
"16","16.08","5"
"16","16.08","41"
"16","16.09","2"
"16","16.09","3"
"16","16.09","5"
"16","16.09","8"
"16","16.09","41"
"16","16.10","2"
"16","16.10","5"
"16","16.10","41"
"16","16.11","2"
"16","16.11","5"
"16","16.11","8"
"16","16.11","41"
"17","17.01.01","2"
"17","17.01.01","6"
"17","17.01.01","10"
"17","17.01.01","20"
"17","17.01.01","41"
"17","17.01.01","42"
"17","17.01.02","2"
"17","17.01.02","5"
"17","17.01.02","10"
"17","17.01.02","41"
"17","17.01.03","2"
"17","17.01.03","5"
"17","17.01.03","8"
"17","17.01.03","41"
"17","17.02","2"
"17","17.02","5"
"17","17.02","8"
"17","17.02","10"
"17","17.02","20"
"17","17.02","41"
"17","17.03","2"
"17","17.03","5"
"17","17.03","41"
"17","17.04","2"
"17","17.04","5"
"17","17.04","10"
"17","17.04","20"
"17","17.04","41"
"17","17.05","2"
"17","17.05","5"
"17","17.05","41"
"17","17.05","42"
"17","17.06","2"
"17","17.06","5"
"17","17.06","41"
"17","17.07","2"
"17","17.07","3"
"17","17.07","5"
"17","17.07","10"
"17","17.07","41"
"17","17.08","2"
"17","17.08","3"
"17","17.08","5"
"17","17.08","8"
"17","17.08","20"
"17","17.08","41"
"17","17.09","2"
"17","17.09","5"
"17","17.09","10"
"17","17.09","20"
"17","17.09","27"
"17","17.09","41"
"17","17.10","2"
"17","17.10","3"
"17","17.10","5"
"17","17.10","8"
"17","17.10","10"
"17","17.10","41"
"17","17.11","2"
"17","17.11","5"
"17","17.11","10"
"17","17.11","41"
"17","17.12","2"
"17","17.12","5"
"17","17.12","8"
"17","17.12","41"
"17","17.13","2"
"17","17.13","5"
"17","17.13","10"
"17","17.13","41"
"17","17.14","2"
"17","17.14","5"
"17","17.14","8"
"17","17.14","10"
"17","17.14","41"
"17","17.15","2"
"17","17.15","5"
"17","17.15","10"
"17","17.15","20"
"17","17.15","41"
"17","17.16","2"
"17","17.16","5"
"17","17.16","8"
"17","17.16","10"
"17","17.16","41"
"17","17.16","42"
"17","17.17","2"
"17","17.17","5"
"17","17.17","8"
"17","17.17","20"
"17","17.17","41"
"17","17.18","2"
"17","17.18","5"
"17","17.18","10"
"17","17.18","41"
"18","18.01.01","2"
"18","18.01.01","3"
"18","18.01.01","5"
"18","18.01.01","8"
"18","18.01.01","10"
"18","18.01.01","41"
"18","18.01.02","2"
"18","18.01.02","5"
"18","18.01.02","8"
"18","18.01.02","10"
"18","18.01.02","41"
"18","18.01.02","42"
"18","18.02","2"
"18","18.02","39"
"18","18.02","41"
"18","18.02","42"
"18","18.03","2"
"18","18.03","3"
"18","18.03","5"
"18","18.03","8"
"18","18.03","10"
"18","18.03","41"
"18","18.03","42"
"18","18.04","2"
"18","18.04","3"
"18","18.04","8"
"18","18.04","41"
"18","18.04","42"
"18","18.05","2"
"18","18.05","5"
"18","18.05","8"
"18","18.05","41"
"18","18.06","2"
"18","18.06","5"
"18","18.06","41"
"18","18.06","42"
"18","18.07","2"
"18","18.07","3"
"18","18.07","5"
"18","18.07","8"
"18","18.07","10"
"18","18.07","41"
"18","18.08","2"
"18","18.08","3"
"18","18.08","5"
"18","18.08","41"
"18","18.09","2"
"18","18.09","3"
"18","18.09","8"
"18","18.09","41"
"18","18.09","42"
"18","18.10","2"
"18","18.10","5"
"18","18.10","8"
"18","18.10","41"
"18","18.11","2"
"18","18.11","5"
"18","18.11","8"
"18","18.11","41"
"18","18.11","42"
"18","18.12","2"
"18","18.12","5"
"18","18.12","8"
"18","18.12","41"
"18","18.12","42"
"18","18.13","2"
"18","18.13","3"
"18","18.13","5"
"18","18.13","10"
"18","18.13","41"
"18","18.13","42"
"18","18.14","2"
"18","18.14","3"
"18","18.14","5"
"18","18.14","41"
"18","18.14","42"
"18","18.15","2"
"18","18.15","3"
"18","18.15","8"
"18","18.15","41"
"19","19.01","3"
"19","19.01","7"
"19","19.01","41"
"19","19.02","7"
"19","19.02","10"
"19","19.02","41"
"19","19.03","3"
"19","19.03","41"
"19","19.04","7"
"19","19.04","41"
"19","19.05","7"
"19","19.05","41"
"19","19.06","7"
"19","19.06","41"
"19","19.07","3"
"19","19.07","7"
"19","19.07","41"
"19","19.08","7"
"19","19.08","8"
"19","19.08","41"
"19","19.09","8"
"19","19.09","41"
"19","19.10","8"
"19","19.10","10"
"19","19.10","41"
"19","19.11","7"
"19","19.11","10"
"19","19.11","41"
"19","19.12","7"
"19","19.12","41"
"20","20.01","2"
"20","20.01","3"
"20","20.01","5"
"20","20.01","8"
"20","20.01","10"
"20","20.01","27"
"20","20.01","28"
"20","20.01","41"
"20","20.02","2"
"20","20.02","3"
"20","20.02","5"
"20","20.02","8"
"20","20.02","10"
"20","20.02","27"
"20","20.02","28"
"20","20.02","38"
"20","20.02","41"
"20","20.03","2"
"20","20.03","3"
"20","20.03","5"
"20","20.03","8"
"20","20.03","10"
"20","20.03","27"
"20","20.03","28"
"20","20.03","37"
"20","20.03","41"
"20","20.04","2"
"20","20.04","3"
"20","20.04","5"
"20","20.04","8"
"20","20.04","10"
"20","20.04","27"
"20","20.04","28"
"20","20.04","41"
"20","20.04","42"
"20","20.04","43"
"20","20.05","2"
"20","20.05","3"
"20","20.05","5"
"20","20.05","8"
"20","20.05","10"
"20","20.05","27"
"20","20.05","28"
"20","20.05","38"
"20","20.05","41"
"20","20.06","2"
"20","20.06","3"
"20","20.06","5"
"20","20.06","8"
"20","20.06","10"
"20","20.06","27"
"20","20.06","28"
"20","20.06","38"
"20","20.06","41"
"20","20.07","2"
"20","20.07","3"
"20","20.07","5"
"20","20.07","8"
"20","20.07","10"
"20","20.07","27"
"20","20.07","28"
"20","20.07","38"
"20","20.07","41"
"20","20.08","2"
"20","20.08","3"
"20","20.08","5"
"20","20.08","8"
"20","20.08","10"
"20","20.08","27"
"20","20.08","41"
"20","20.09","2"
"20","20.09","5"
"20","20.09","8"
"20","20.09","10"
"20","20.09","27"
"20","20.09","28"
"20","20.09","38"
"20","20.09","41"
"20","20.10","2"
"20","20.10","3"
"20","20.10","5"
"20","20.10","8"
"20","20.10","10"
"20","20.10","27"
"20","20.10","28"
"20","20.10","41"
"21","21.01.01","2"
"21","21.01.01","3"
"21","21.01.01","5"
"21","21.01.01","8"
"21","21.01.01","41"
"21","21.01.02","2"
"21","21.01.02","3"
"21","21.01.02","5"
"21","21.01.02","8"
"21","21.01.02","41"
"21","21.01.03","2"
"21","21.01.03","5"
"21","21.01.03","41"
"21","21.02","2"
"21","21.02","3"
"21","21.02","5"
"21","21.02","41"
"21","21.02","42"
"21","21.02","43"
"21","21.03","2"
"21","21.03","5"
"21","21.03","8"
"21","21.03","41"
"21","21.03","42"
"21","21.04","2"
"21","21.04","3"
"21","21.04","5"
"21","21.04","41"
"21","21.05","2"
"21","21.05","5"
"21","21.05","8"
"21","21.05","41"
"21","21.06","2"
"21","21.06","5"
"21","21.06","8"
"21","21.06","41"
"21","21.07","2"
"21","21.07","5"
"21","21.07","8"
"21","21.07","41"
"21","21.08","2"
"21","21.08","3"
"21","21.08","5"
"21","21.08","41"
"21","21.09","2"
"21","21.09","5"
"21","21.09","8"
"21","21.09","41"
"21","21.10","5"
"21","21.10","8"
"21","21.10","41"
"21","21.10","42"
"21","21.11","2"
"21","21.11","3"
"21","21.11","5"
"21","21.11","8"
"21","21.11","10"
"21","21.11","41"
"21","21.12","2"
"21","21.12","5"
"21","21.12","41"
"21","21.13","2"
"21","21.13","3"
"21","21.13","5"
"21","21.13","8"
"21","21.13","41"
"21","21.14","2"
"21","21.14","5"
"21","21.14","8"
"21","21.14","37"
"21","21.14","41"
"21","21.15","2"
"21","21.15","5"
"21","21.15","8"
"21","21.15","41"
"21","21.16","2"
"21","21.16","8"
"21","21.16","41"
"21","21.17","2"
"21","21.17","5"
"21","21.17","8"
"21","21.17","41"
"21","21.17","42"
"21","21.18","2"
"21","21.18","5"
"21","21.18","41"
"21","21.18","42"
"21","21.19","2"
"21","21.19","5"
"21","21.19","8"
"21","21.19","41"
"22","22.01.01","2"
"22","22.01.01","5"
"22","22.01.01","8"
"22","22.01.01","17"
"22","22.01.01","20"
"22","22.01.01","41"
"22","22.01.02","2"
"22","22.01.02","3"
"22","22.01.02","5"
"22","22.01.02","8"
"22","22.01.02","17"
"22","22.01.02","20"
"22","22.01.02","41"
"22","22.01.03","2"
"22","22.01.03","3"
"22","22.01.03","5"
"22","22.01.03","8"
"22","22.01.03","17"
"22","22.01.03","20"
"22","22.01.03","27"
"22","22.01.03","41"
"22","22.02","2"
"22","22.02","3"
"22","22.02","5"
"22","22.02","8"
"22","22.02","17"
"22","22.02","41"
"22","22.03","2"
"22","22.03","5"
"22","22.03","8"
"22","22.03","27"
"22","22.03","41"
"22","22.04","2"
"22","22.04","3"
"22","22.04","8"
"22","22.04","17"
"22","22.04","41"
"22","22.05","2"
"22","22.05","5"
"22","22.05","8"
"22","22.05","41"
"22","22.06","2"
"22","22.06","8"
"22","22.06","41"
"22","22.07","2"
"22","22.07","3"
"22","22.07","5"
"22","22.07","8"
"22","22.07","27"
"22","22.07","41"
"22","22.08","2"
"22","22.08","3"
"22","22.08","5"
"22","22.08","8"
"22","22.08","17"
"22","22.08","27"
"22","22.08","41"
"22","22.09","2"
"22","22.09","3"
"22","22.09","8"
"22","22.09","41"
"22","22.10","2"
"22","22.10","5"
"22","22.10","8"
"22","22.10","27"
"22","22.10","41"
"22","22.11","2"
"22","22.11","3"
"22","22.11","5"
"22","22.11","27"
"22","22.11","41"
"22","22.12","2"
"22","22.12","3"
"22","22.12","5"
"22","22.12","8"
"22","22.12","27"
"22","22.12","41"
"22","22.13","2"
"22","22.13","3"
"22","22.13","5"
"22","22.13","8"
"22","22.13","27"
"22","22.13","41"
"22","22.14","2"
"22","22.14","3"
"22","22.14","5"
"22","22.14","8"
"22","22.14","41"
"22","22.15","2"
"22","22.15","3"
"22","22.15","5"
"22","22.15","8"
"22","22.15","41"
"22","22.16","2"
"22","22.16","5"
"22","22.16","8"
"22","22.16","27"
"22","22.16","41"
"22","22.17","2"
"22","22.17","3"
"22","22.17","41"
"22","22.18","2"
"22","22.18","3"
"22","22.18","8"
"22","22.18","41"
"23","23.01.01","2"
"23","23.01.01","5"
"23","23.01.01","8"
"23","23.01.01","41"
"23","23.01.02","5"
"23","23.01.02","8"
"23","23.01.02","41"
"23","23.02","2"
"23","23.02","8"
"23","23.02","41"
